DATAFLOW,LAST UPDATE,freq,s_adj,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Netherlands,2026-04,3.7,p,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Norway,2025-07,4.1,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Norway,2025-08,5.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Norway,2025-09,4.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Norway,2025-10,4.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Norway,2025-11,4.4,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Norway,2025-12,3.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Norway,2026-01,4.5,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Norway,2026-02,4.8,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Norway,2026-03,5.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Norway,2026-04,4.7,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Poland,2025-07,3.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Poland,2025-08,3.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Poland,2025-09,3.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Poland,2025-10,3.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Poland,2025-11,3.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Poland,2025-12,3.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Poland,2026-01,3.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Poland,2026-02,3.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Poland,2026-03,3.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Poland,2026-04,2.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Portugal,2025-07,5.6,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Portugal,2025-08,5.8,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Portugal,2025-09,6.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Portugal,2025-10,5.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Portugal,2025-11,5.8,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Portugal,2025-12,5.8,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Portugal,2026-01,6.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Portugal,2026-02,6.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Portugal,2026-03,6.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Portugal,2026-04,5.7,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Romania,2025-07,5.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Romania,2025-08,6.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Romania,2025-09,6.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Romania,2025-10,6.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Romania,2025-11,6.4,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Romania,2025-12,6.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Romania,2026-01,6.5,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Romania,2026-02,6.5,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Romania,2026-03,6.6,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Romania,2026-04,6.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Sweden,2025-07,8.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Sweden,2025-08,8.4,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Sweden,2025-09,8.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Sweden,2025-10,8.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Sweden,2025-11,8.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Sweden,2025-12,8.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Sweden,2026-01,8.6,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Sweden,2026-02,8.8,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Sweden,2026-03,9.7,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Sweden,2026-04,8.7,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Slovenia,2025-07,4.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Slovenia,2025-08,4.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Slovenia,2025-09,4.4,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Slovenia,2025-10,4.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Slovenia,2025-11,4.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Slovenia,2025-12,4.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Slovenia,2026-01,4.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Slovenia,2026-02,4.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Slovenia,2026-03,4.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Slovenia,2026-04,3.8,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Slovakia,2025-07,5.5,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Slovakia,2025-08,5.5,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Slovakia,2025-09,5.6,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Slovakia,2025-10,5.5,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Slovakia,2025-11,5.5,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Slovakia,2025-12,5.7,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Slovakia,2026-01,5.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Slovakia,2026-02,5.9,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Slovakia,2026-03,5.8,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Slovakia,2026-04,5.7,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Türkiye,2025-07,8.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Türkiye,2025-08,8.5,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Türkiye,2025-09,8.6,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Türkiye,2025-10,8.2,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Türkiye,2025-11,8.6,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Türkiye,2025-12,7.8,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Türkiye,2026-01,8.6,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Türkiye,2026-02,9.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,Türkiye,2026-03,8.1,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,United States,2025-07,4.6,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,United States,2025-08,4.5,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,United States,2025-09,4.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,United States,2025-11,4.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,United States,2025-12,4.1,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,United States,2026-01,4.7,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,United States,2026-02,4.7,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,United States,2026-03,4.3,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of population in the labour force,Total,United States,2026-04,4.0,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Austria,2025-07,258,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Austria,2025-08,272,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Austria,2025-09,258,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Austria,2025-10,265,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Austria,2025-11,269,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Austria,2025-12,276,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Austria,2026-01,297,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Austria,2026-02,323,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Austria,2026-03,286,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Austria,2026-04,280,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Bosnia and Herzegovina,2025-07,173,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Bosnia and Herzegovina,2025-08,173,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Bosnia and Herzegovina,2025-09,170,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Bosnia and Herzegovina,2025-10,169,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Bosnia and Herzegovina,2025-11,169,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Bosnia and Herzegovina,2025-12,169,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Bosnia and Herzegovina,2026-01,169,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Bosnia and Herzegovina,2026-02,168,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Bosnia and Herzegovina,2026-03,167,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Belgium,2025-07,344,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Belgium,2025-08,351,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Belgium,2025-09,357,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Belgium,2025-10,355,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Belgium,2025-11,347,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Belgium,2025-12,353,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Belgium,2026-01,353,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Belgium,2026-02,345,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Belgium,2026-03,337,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Belgium,2026-04,333,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Bulgaria,2025-07,111,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Bulgaria,2025-08,105,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Bulgaria,2025-09,98,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Bulgaria,2025-10,98,,
ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),01/06/26 23:00:00,Monthly,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,Bulgaria,2025-11,95,,
