date,country,country_name,rgdpmad,debtgdp,year,gov_revenue_gdp,gdp_growth,debt_change,debt_change_lag1,gdp_growth_lag1
1996,JPN,Japan,20343.360449417916,0.991941,1996,28.939,2.3734539558238454,0.049641999999999964,0.10797599999999996,1.714173635095384
1997,JPN,Japan,20617.43761502919,1.048312,1997,29.555,1.3472561049721499,0.05637099999999995,0.049641999999999964,2.3734539558238454
1998,JPN,Japan,20154.49399706678,1.160459,1998,28.586,-2.2453984176236563,0.112147,0.05637099999999995,1.3472561049721499
1999,JPN,Japan,20070.399088282407,1.290302,1999,28.818,-0.4172514020774343,0.12984300000000015,0.112147,-2.2453984176236563
2000,JPN,Japan,20480.951264994896,1.356473,2000,28.669,2.04556060348684,0.06617099999999998,0.12984300000000015,-0.4172514020774343
2001,JPN,Japan,20499.90795272704,1.444434,2001,28.994,0.09255765265427929,0.08796099999999996,0.06617099999999998,2.04556060348684
2002,JPN,Japan,20516.849232535595,1.542849,2002,28.056,0.08264076037620693,0.09841499999999992,0.08796099999999996,0.09255765265427929
2003,JPN,Japan,20832.997849900727,1.6006970000000005,2003,27.605,1.5409218724665719,0.057848000000000566,0.09841499999999992,0.08264076037620693
2004,JPN,Japan,21301.17824873966,1.689246,2004,28.364,2.2473021031928164,0.08854899999999954,0.057848000000000566,1.5409218724665719
2005,JPN,Japan,21575.023474075475,1.742932,2005,29.081,1.2855872202844898,0.0536859999999999,0.08854899999999954,2.2473021031928164
2006,JPN,Japan,21938.170592300477,1.740333,2006,30.028,1.683182957651752,-0.002599000000000018,0.0536859999999999,1.2855872202844898
2007,JPN,Japan,22410.06561013449,1.72809,2007,30.222,2.1510226472558847,-0.012243000000000004,-0.002599000000000018,1.683182957651752
2008,JPN,Japan,22175.1244681219,1.807147,2008,29.998,-1.04837328948445,0.07905700000000015,-0.012243000000000004,2.1510226472558847
2009,JPN,Japan,20963.200296560124,1.987026,2009,28.993,-5.465241799675081,0.1798789999999999,0.07905700000000015,-1.04837328948445
2010,JPN,Japan,21934.903391345688,2.056931,2010,28.669,4.635280305674572,0.0699050000000001,0.1798789999999999,-5.465241799675081
2011,JPN,Japan,21869.04677661825,2.190945,2011,29.641,-0.3002366299612813,0.13401400000000008,0.0699050000000001,4.635280305674572
2012,JPN,Japan,22218.1932287002,2.2609280000000003,2012,30.442,1.5965325587727452,0.06998300000000013,0.13401400000000008,-0.3002366299612813
2013,JPN,Japan,22702.703762553305,2.2962610000000003,2013,31.167,2.1806927722063607,0.03533300000000006,0.06998300000000013,1.5965325587727452
2014,JPN,Japan,22808.11785153788,2.335278,2014,32.773,0.4643239417079892,0.03901699999999986,0.03533300000000006,2.1806927722063607
2015,JPN,Japan,23189.97882270277,2.283968,2015,33.617,1.6742327168356885,-0.05130999999999997,0.03901699999999986,0.4643239417079892
2016,JPN,Japan,23367.994774838386,2.325199,2016,33.63,0.7676417192815199,0.041230999999999796,-0.05130999999999997,1.6742327168356885
2017,JPN,Japan,23799.611471881875,2.314161,2017,33.587,1.8470420812839006,-0.011038000000000103,0.041230999999999796,0.7676417192815199
2018,JPN,Japan,23980.04135550288,2.325092,2018,34.267,0.7581211308183455,0.010931000000000246,-0.011038000000000103,1.8470420812839006
2019,JPN,Japan,24035.72845588844,2.348592,2019,34.249,0.23222270370597542,0.023499999999999854,0.010931000000000246,0.7581211308183455
2020,JPN,Japan,23001.3588143992,2.539057,2020,35.461,-4.303466996590377,0.1904650000000001,0.023499999999999854,0.23222270370597542
2001,USA,USA,28726.09431927397,0.5479999999999999,2001,32.257,0.08417551478128171,-0.008000000000000118,-0.03499999999999992,2.985747768273317
2002,USA,USA,28976.93019268436,0.5720000000000001,2002,29.877,0.8731986695528215,0.024000000000000132,-0.008000000000000118,0.08417551478128171
2003,USA,USA,29458.922506871186,0.599,2003,29.266,1.6633656877446334,0.026999999999999913,0.024000000000000132,0.8731986695528215
2004,USA,USA,30199.800860551808,0.612,2004,29.476,2.5149540126860215,0.013000000000000012,0.026999999999999913,1.6633656877446334
2005,USA,USA,30841.645496424466,0.616,2005,30.853,2.1253273782710913,0.0040000000000000036,0.013000000000000012,2.5149540126860215
2006,USA,USA,31357.53958773589,0.62,2006,31.656,1.672719088127872,0.0040000000000000036,0.0040000000000000036,2.1253273782710913
2007,USA,USA,31654.92675492241,0.626,2007,31.649,0.9483753224785119,0.006000000000000005,0.0040000000000000036,1.672719088127872
2008,USA,USA,31251.266490333088,0.677,2008,30.532,-1.2751893811491777,0.051000000000000045,0.006000000000000005,0.9483753224785119
2009,USA,USA,29898.64421649179,0.823,2009,28.222,-4.328215863698526,0.1459999999999999,0.051000000000000045,-1.2751893811491777
2010,USA,USA,30491.34438076369,0.912,2010,28.77,1.9823646851015786,0.08900000000000008,0.1459999999999999,-4.328215863698526
2011,USA,USA,30745.45820562164,0.958,2011,29.08,0.8333965917824981,0.04599999999999993,0.08900000000000008,1.9823646851015786
2012,USA,USA,31224.222253421813,1.0,2012,29.109,1.5571862503992007,0.04200000000000004,0.04599999999999993,0.8333965917824981
2013,USA,USA,31581.707325592328,1.007,2013,31.222,1.14489664232178,0.006999999999999895,0.04200000000000004,1.5571862503992007
2014,USA,USA,32072.18365577019,1.026,2014,31.298,1.553039312033655,0.019000000000000128,0.006999999999999895,1.14489664232178
2015,USA,USA,32703.493039904108,1.001,2015,31.501,1.968401624628191,-0.025000000000000133,0.019000000000000128,1.553039312033655
2016,USA,USA,33012.76787083851,1.052,2016,30.977,0.9456935702771174,0.051000000000000156,-0.025000000000000133,1.968401624628191
2017,USA,USA,33543.679861697616,1.046,2017,30.4,1.6082019930479197,-0.006000000000000005,0.051000000000000156,0.9456935702771174
2018,USA,USA,34338.77075550321,1.054,2018,30.014,2.370315055127503,0.008000000000000007,-0.006000000000000005,1.6082019930479197
2019,USA,USA,34961.83505132533,1.068,2019,30.011,1.814463016915857,0.014000000000000012,0.008000000000000007,2.370315055127503
2020,USA,USA,33646.26175527241,1.281,2020,30.646,-3.762883996568278,0.21299999999999986,0.014000000000000012,1.814463016915857
