ref_area.label,sex.label,classif1.label,time,obs_value
Australia,Male,"Occupation (ISCO-08), 2 digit level: 34 - Legal, social, cultural and related associate professionals",2018,155.932
Australia,Male,"Occupation (ISCO-08), 2 digit level: 35 - Information and communications technicians",2018,60.268
Australia,Male,"Occupation (ISCO-08), 2 digit level: 41 - General and keyboard clerks",2018,52.44
Australia,Male,"Occupation (ISCO-08), 2 digit level: 42 - Customer services clerks",2018,69.758
Australia,Male,"Occupation (ISCO-08), 2 digit level: 43 - Numerical and material recording clerks",2018,140.275
Australia,Male,"Occupation (ISCO-08), 2 digit level: 44 - Other clerical support workers",2018,29.645
Australia,Male,"Occupation (ISCO-08), 2 digit level: 51 - Personal service workers",2018,143.2
Australia,Male,"Occupation (ISCO-08), 2 digit level: 52 - Sales workers",2018,308.412
Australia,Male,"Occupation (ISCO-08), 2 digit level: 53 - Personal care workers",2018,78.3
Australia,Male,"Occupation (ISCO-08), 2 digit level: 54 - Protective services workers",2018,134.966
Australia,Male,"Occupation (ISCO-08), 2 digit level: 61 - Market-oriented skilled agricultural workers",2018,210.862
Australia,Male,"Occupation (ISCO-08), 2 digit level: 62 - Market-oriented skilled forestry, fishery and hunting workers",2018,7.258
Australia,Male,"Occupation (ISCO-08), 2 digit level: 71 - Building and related trades workers, excluding electricians",2018,525.196
Australia,Male,"Occupation (ISCO-08), 2 digit level: 72 - Metal, machinery and related trades workers",2018,357.841
Australia,Male,"Occupation (ISCO-08), 2 digit level: 73 - Handicraft and printing workers",2018,28.692
Australia,Male,"Occupation (ISCO-08), 2 digit level: 74 - Electrical and electronic trades workers",2018,231.634
Australia,Male,"Occupation (ISCO-08), 2 digit level: 75 - Food processing, wood working, garment and other craft and related trades workers",2018,130.303
Australia,Male,"Occupation (ISCO-08), 2 digit level: 81 - Stationary plant and machine operators",2018,172.408
Australia,Male,"Occupation (ISCO-08), 2 digit level: 82 - Assemblers",2018,23.178
Australia,Male,"Occupation (ISCO-08), 2 digit level: 83 - Drivers and mobile plant operators",2018,533.856
Australia,Male,"Occupation (ISCO-08), 2 digit level: 91 - Cleaners and helpers",2018,100.438
Australia,Male,"Occupation (ISCO-08), 2 digit level: 92 - Agricultural, forestry and fishery labourers",2018,76.505
Australia,Male,"Occupation (ISCO-08), 2 digit level: 93 - Labourers in mining, construction, manufacturing and transport",2018,304.115
Australia,Male,"Occupation (ISCO-08), 2 digit level: 94 - Food preparation assistants",2018,98.294
Australia,Male,"Occupation (ISCO-08), 2 digit level: 96 - Refuse workers and other elementary workers",2018,87.145
Australia,Female,"Occupation (ISCO-08), 2 digit level: 11 - Chief executives, senior officials and legislators",2018,35.128
Australia,Female,"Occupation (ISCO-08), 2 digit level: 12 - Administrative and commercial managers",2018,159.058
Australia,Female,"Occupation (ISCO-08), 2 digit level: 13 - Production and specialised services managers",2018,135.63
Australia,Female,"Occupation (ISCO-08), 2 digit level: 14 - Hospitality, retail and other services managers",2018,188.696
Australia,Female,"Occupation (ISCO-08), 2 digit level: 21 - Science and engineering professionals",2018,112.222
Australia,Female,"Occupation (ISCO-08), 2 digit level: 22 - Health professionals",2018,440.938
Australia,Female,"Occupation (ISCO-08), 2 digit level: 23 - Teaching professionals",2018,432.553
Australia,Female,"Occupation (ISCO-08), 2 digit level: 24 - Business and administration professionals",2018,288.741
Australia,Female,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2018,47.341
Australia,Female,"Occupation (ISCO-08), 2 digit level: 26 - Legal, social and cultural professionals",2018,217.783
Australia,Female,"Occupation (ISCO-08), 2 digit level: 31 - Science and engineering associate professionals",2018,28.507
Australia,Female,"Occupation (ISCO-08), 2 digit level: 32 - Health associate professionals",2018,160.226
Australia,Female,"Occupation (ISCO-08), 2 digit level: 33 - Business and administration associate professionals",2018,501.813
Australia,Female,"Occupation (ISCO-08), 2 digit level: 34 - Legal, social, cultural and related associate professionals",2018,178.808
Australia,Female,"Occupation (ISCO-08), 2 digit level: 35 - Information and communications technicians",2018,15.531
Australia,Female,"Occupation (ISCO-08), 2 digit level: 41 - General and keyboard clerks",2018,294.689
Australia,Female,"Occupation (ISCO-08), 2 digit level: 42 - Customer services clerks",2018,245.979
Australia,Female,"Occupation (ISCO-08), 2 digit level: 43 - Numerical and material recording clerks",2018,314.877
Australia,Female,"Occupation (ISCO-08), 2 digit level: 44 - Other clerical support workers",2018,46.222
Australia,Female,"Occupation (ISCO-08), 2 digit level: 51 - Personal service workers",2018,378.88
Australia,Female,"Occupation (ISCO-08), 2 digit level: 52 - Sales workers",2018,598.204
Australia,Female,"Occupation (ISCO-08), 2 digit level: 53 - Personal care workers",2018,455.596
Australia,Female,"Occupation (ISCO-08), 2 digit level: 54 - Protective services workers",2018,42.196
Australia,Female,"Occupation (ISCO-08), 2 digit level: 61 - Market-oriented skilled agricultural workers",2018,52.826
Australia,Female,"Occupation (ISCO-08), 2 digit level: 62 - Market-oriented skilled forestry, fishery and hunting workers",2018,0.675
Australia,Female,"Occupation (ISCO-08), 2 digit level: 71 - Building and related trades workers, excluding electricians",2018,7.574
Australia,Female,"Occupation (ISCO-08), 2 digit level: 72 - Metal, machinery and related trades workers",2018,4.701
Australia,Female,"Occupation (ISCO-08), 2 digit level: 73 - Handicraft and printing workers",2018,10.938
Australia,Female,"Occupation (ISCO-08), 2 digit level: 74 - Electrical and electronic trades workers",2018,4.117
Australia,Female,"Occupation (ISCO-08), 2 digit level: 75 - Food processing, wood working, garment and other craft and related trades workers",2018,48.993
Australia,Female,"Occupation (ISCO-08), 2 digit level: 81 - Stationary plant and machine operators",2018,72.031
Australia,Female,"Occupation (ISCO-08), 2 digit level: 82 - Assemblers",2018,7.477
Australia,Female,"Occupation (ISCO-08), 2 digit level: 83 - Drivers and mobile plant operators",2018,33.944
Australia,Female,"Occupation (ISCO-08), 2 digit level: 91 - Cleaners and helpers",2018,138.69
Australia,Female,"Occupation (ISCO-08), 2 digit level: 92 - Agricultural, forestry and fishery labourers",2018,27.976
Australia,Female,"Occupation (ISCO-08), 2 digit level: 93 - Labourers in mining, construction, manufacturing and transport",2018,62.888
Australia,Female,"Occupation (ISCO-08), 2 digit level: 94 - Food preparation assistants",2018,88.247
Australia,Female,"Occupation (ISCO-08), 2 digit level: 96 - Refuse workers and other elementary workers",2018,15.415
