,primary_country_target,primary_country_partner,Count
3643,Malaysia,Qatar,3
3645,Malaysia,Romania,3
3670,Malaysia,United Arab Emirates,3
3606,Malaysia,Croatia,2
3609,Malaysia,Democratic Republic of the Congo,2
3612,Malaysia,Egypt,2
3624,Malaysia,Iran,2
3635,Malaysia,Nigeria,2
3637,Malaysia,Pakistan,2
3650,Malaysia,Sierra Leone,2
3652,Malaysia,Slovakia,2
3597,Malaysia,Botswana,1
3601,Malaysia,Center for Astrophysics,1
3614,Malaysia,Ethiopia,1
3617,Malaysia,Georgia,1
3620,Malaysia,Hong Kong,1
3621,Malaysia,Hungary,1
3630,Malaysia,Luxembourg,1
3632,Malaysia,Mongolia,1
3633,Malaysia,Morocco,1
3644,Malaysia,ROC,1
3647,Malaysia,Rwanda,1
3653,Malaysia,Slovenia,1
3664,Malaysia,Tunisia,1
3665,Malaysia,Turkey,1
3669,Malaysia,Ukraine,1
3688,Mali,USA,11
3687,Mali,UK,8
3685,Mali,Switzerland,5
3674,Mali,Australia,2
3678,Mali,Ethiopia,2
3679,Mali,France,2
3680,Mali,Germany,2
3682,Mali,Kenya,2
3683,Mali,Portugal,2
3675,Mali,Brazil,1
3676,Mali,China,1
3677,Mali,Côte d'Ivoire,1
3681,Mali,India,1
3684,Mali,Senegal,1
3686,Mali,Tanzania,1
3699,Massachusetts  USA,USA,9
3691,Massachusetts  USA,Canada,3
3689,Massachusetts  USA,Austria,1
3690,Massachusetts  USA,Belgium,1
3692,Massachusetts  USA,France,1
3693,Massachusetts  USA,Germany,1
3694,Massachusetts  USA,Russia,1
3695,Massachusetts  USA,Singapore,1
3696,Massachusetts  USA,South Korea,1
3697,Massachusetts  USA,Spain,1
3698,Massachusetts  USA,UK,1
3700,Massachusetts  USA,the Netherlands,1
3779,Mexico,USA,102
3778,Mexico,UK,66
3729,Mexico,Germany,54
3711,Mexico,Canada,43
3727,Mexico,France,42
3768,Mexico,Spain,39
3702,Mexico,Australia,38
3714,Mexico,China,36
3739,Mexico,Italy,34
3740,Mexico,Japan,34
3785,Mexico,the Netherlands,32
3708,Mexico,Brazil,27
3771,Mexico,Switzerland,27
3713,Mexico,Chile,25
3701,Mexico,Argentina,24
3766,Mexico,South Africa,24
3734,Mexico,India,23
3770,Mexico,Sweden,20
3721,Mexico,Denmark,19
3749,Mexico,Norway,19
3767,Mexico,South Korea,19
3715,Mexico,Colombia,18
3703,Mexico,Austria,17
3747,Mexico,New Zealand,16
3726,Mexico,Finland,14
3759,Mexico,Russia,14
3754,Mexico,Poland,13
3764,Mexico,Singapore,13
3755,Mexico,Portugal,12
3737,Mexico,Ireland,10
3744,Mexico,Malaysia,10
3705,Mexico,Belgium,9
3722,Mexico,Ecuador,9
3724,Mexico,Estonia,9
3738,Mexico,Israel,9
3772,Mexico,Taiwan,9
3730,Mexico,Greece,8
3732,Mexico,Hungary,8
3735,Mexico,Indonesia,8
3752,Mexico,Peru,8
3783,Mexico,Venezuela,8
3750,Mexico,Pakistan,7
3753,Mexico,Philippines,7
3761,Mexico,Saudi Arabia,7
3769,Mexico,Sri Lanka,7
3706,Mexico,Bolivia,6
3716,Mexico,Costa Rica,6
3718,Mexico,Czech Republic,6
3733,Mexico,Iceland,6
3742,Mexico,Kenya,6
3763,Mexico,Serbia,6
3710,Mexico,Cameroon,5
3717,Mexico,Croatia,5
3720,Mexico,Côte d'Ivoire,5
3746,Mexico,Morocco,5
3751,Mexico,Panama,5
3758,Mexico,Romania,5
3777,Mexico,Turkey,5
3784,Mexico,Vietnam,5
3723,Mexico,Egypt,4
3780,Mexico,Uganda,4
3704,Mexico,Bangladesh,3
3736,Mexico,Iran,3
3748,Mexico,Nigeria,3
3756,Mexico,Qatar,3
3765,Mexico,Slovakia,3
3774,Mexico,Thailand,3
3775,Mexico,The Philippines,3
3782,Mexico,United Arab Emirates,3
3709,Mexico,Bulgaria,2
3712,Mexico,Center for Astrophysics,2
3725,Mexico,Ethiopia,2
3728,Mexico,Georgia,2
3743,Mexico,Lithuania,2
3773,Mexico,Tanzania,2
3776,Mexico,Tunisia,2
3781,Mexico,Ukraine,2
3707,Mexico,Botswana,1
3719,Mexico,Czechia,1
3731,Mexico,Hong Kong,1
3741,Mexico,Kazakhstan,1
3745,Mexico,Mongolia,1
3757,Mexico,ROC,1
3760,Mexico,Rwanda,1
3762,Mexico,Senegal,1
3841,Mongolia,USA,16
3806,Mongolia,Germany,14
3826,Mongolia,Russia,12
3840,Mongolia,UK,12
3804,Mongolia,France,11
3793,Mongolia,Canada,9
3800,Mongolia,Denmark,9
3816,Mongolia,Kazakhstan,9
3834,Mongolia,Sweden,9
3807,Mongolia,Hungary,8
3833,Mongolia,Spain,7
3788,Mongolia,Austria,6
3798,Mongolia,Czech Republic,6
3815,Mongolia,Japan,6
3835,Mongolia,Switzerland,6
3787,Mongolia,Australia,5
3790,Mongolia,Belgium,5
3811,Mongolia,Iran,5
3822,Mongolia,Norway,5
3795,Mongolia,China,4
3802,Mongolia,Estonia,4
3805,Mongolia,Georgia,4
3814,Mongolia,Italy,4
3824,Mongolia,Portugal,4
3827,Mongolia,Saudi Arabia,4
3829,Mongolia,Slovakia,4
3842,Mongolia,Ukraine,4
3844,Mongolia,the Netherlands,4
3786,Mongolia,Argentina,3
3797,Mongolia,Croatia,3
3813,Mongolia,Israel,3
3818,Mongolia,Lithuania,3
3823,Mongolia,Poland,3
3832,Mongolia,South Korea,3
3791,Mongolia,Brazil,2
3799,Mongolia,Czechia,2
3803,Mongolia,Finland,2
3809,Mongolia,India,2
3812,Mongolia,Ireland,2
3821,Mongolia,New Zealand,2
3828,Mongolia,Singapore,2
3836,Mongolia,Taiwan,2
3838,Mongolia,Tunisia,2
3839,Mongolia,Turkey,2
3789,Mongolia,Bangladesh,1
3792,Mongolia,Bulgaria,1
3794,Mongolia,Chile,1
3796,Mongolia,Colombia,1
3801,Mongolia,Ecuador,1
3808,Mongolia,Iceland,1
3810,Mongolia,Indonesia,1
3817,Mongolia,Kenya,1
3819,Mongolia,Malaysia,1
3820,Mongolia,Mexico,1
3825,Mongolia,Romania,1
3830,Mongolia,Slovenia,1
3831,Mongolia,South Africa,1
3837,Mongolia,The Philippines,1
3843,Mongolia,Venezuela,1
3914,Morocco,USA,18
3913,Morocco,UK,15
3868,Morocco,France,14
3869,Morocco,Germany,12
3877,Morocco,Italy,11
3903,Morocco,Spain,11
3846,Morocco,Australia,9
3854,Morocco,Canada,8
3856,Morocco,China,8
3905,Morocco,Sweden,7
3906,Morocco,Switzerland,7
3849,Morocco,Belgium,6
3855,Morocco,Chile,6
3872,Morocco,India,6
3901,Morocco,South Africa,6
3845,Morocco,Argentina,5
3851,Morocco,Brazil,5
3867,Morocco,Finland,5
3878,Morocco,Japan,5
3883,Morocco,Mexico,5
3894,Morocco,Russia,5
3857,Morocco,Colombia,4
3863,Morocco,Denmark,4
3871,Morocco,Hungary,4
3919,Morocco,the Netherlands,4
3852,Morocco,Bulgaria,3
3858,Morocco,Costa Rica,3
3859,Morocco,Croatia,3
3865,Morocco,Egypt,3
3884,Morocco,New Zealand,3
3886,Morocco,Norway,3
3891,Morocco,Portugal,3
3897,Morocco,Serbia,3
3898,Morocco,Singapore,3
3912,Morocco,Turkey,3
3847,Morocco,Austria,2
3850,Morocco,Bolivia,2
3853,Morocco,Cameroon,2
3860,Morocco,Czech Republic,2
3862,Morocco,Côte d'Ivoire,2
3870,Morocco,Greece,2
3873,Morocco,Indonesia,2
3876,Morocco,Israel,2
3880,Morocco,Lithuania,2
3887,Morocco,Pakistan,2
3890,Morocco,Poland,2
3893,Morocco,Romania,2
3895,Morocco,Saudi Arabia,2
3907,Morocco,Taiwan,2
3911,Morocco,Tunisia,2
3918,Morocco,Venezuela,2
3848,Morocco,Bangladesh,1
3861,Morocco,Czechia,1
3864,Morocco,Ecuador,1
3866,Morocco,Estonia,1
3874,Morocco,Iran,1
3875,Morocco,Ireland,1
3879,Morocco,Kenya,1
3881,Morocco,Luxembourg,1
3882,Morocco,Malaysia,1
3885,Morocco,Nigeria,1
3888,Morocco,Panama,1
3889,Morocco,Philippines,1
3892,Morocco,Qatar,1
3896,Morocco,Senegal,1
3899,Morocco,Slovakia,1
3900,Morocco,Slovenia,1
3902,Morocco,South Korea,1
3904,Morocco,Sri Lanka,1
3908,Morocco,Tanzania,1
3909,Morocco,Thailand,1
3910,Morocco,The Philippines,1
3915,Morocco,Uganda,1
3916,Morocco,Ukraine,1
3917,Morocco,United Arab Emirates,1
4001,New Zealand,USA,109
4000,New Zealand,UK,88
3921,New Zealand,Australia,71
3948,New Zealand,Germany,66
3946,New Zealand,France,60
3930,New Zealand,Canada,45
3959,New Zealand,Japan,39
3993,New Zealand,Switzerland,38
3932,New Zealand,China,35
3990,New Zealand,Spain,34
4007,New Zealand,the Netherlands,34
3958,New Zealand,Italy,32
3940,New Zealand,Denmark,26
3922,New Zealand,Austria,25
3992,New Zealand,Sweden,24
3927,New Zealand,Brazil,22
3988,New Zealand,South Africa,21
3924,New Zealand,Belgium,19
3945,New Zealand,Finland,19
3953,New Zealand,India,19
3979,New Zealand,Russia,19
3931,New Zealand,Chile,18
3956,New Zealand,Ireland,17
3969,New Zealand,Norway,17
3936,New Zealand,Czech Republic,16
3965,New Zealand,Mexico,16
3964,New Zealand,Malaysia,14
3976,New Zealand,Portugal,14
3994,New Zealand,Taiwan,14
3920,New Zealand,Argentina,13
3933,New Zealand,Colombia,13
3985,New Zealand,Singapore,13
3954,New Zealand,Indonesia,10
3975,New Zealand,Poland,10
3943,New Zealand,Estonia,9
3981,New Zealand,Saudi Arabia,9
3957,New Zealand,Israel,8
3961,New Zealand,Kenya,7
3989,New Zealand,South Korea,7
4004,New Zealand,United Arab Emirates,7
3934,New Zealand,Costa Rica,6
3941,New Zealand,Ecuador,6
3949,New Zealand,Greece,6
3951,New Zealand,Hungary,6
3978,New Zealand,Romania,6
3984,New Zealand,Serbia,6
3997,New Zealand,The Philippines,6
3999,New Zealand,Turkey,6
3935,New Zealand,Croatia,5
3973,New Zealand,Peru,5
3974,New Zealand,Philippines,5
3986,New Zealand,Slovakia,5
3991,New Zealand,Sri Lanka,5
4006,New Zealand,Vietnam,5
3952,New Zealand,Iceland,4
3968,New Zealand,Nigeria,4
3972,New Zealand,Panama,4
3977,New Zealand,Qatar,4
3995,New Zealand,Tanzania,4
3996,New Zealand,Thailand,4
4005,New Zealand,Venezuela,4
3923,New Zealand,Bangladesh,3
3925,New Zealand,Bolivia,3
3929,New Zealand,Cameroon,3
3955,New Zealand,Iran,3
3967,New Zealand,Morocco,3
4002,New Zealand,Uganda,3
3938,New Zealand,Côte d'Ivoire,2
3942,New Zealand,Egypt,2
3944,New Zealand,Ethiopia,2
3960,New Zealand,Kazakhstan,2
3963,New Zealand,Luxembourg,2
3966,New Zealand,Mongolia,2
3971,New Zealand,Pakistan,2
3980,New Zealand,Rwanda,2
4003,New Zealand,Ukraine,2
3926,New Zealand,Botswana,1
3928,New Zealand,Bulgaria,1
3937,New Zealand,Czechia,1
3939,New Zealand,Democratic Republic of the Congo,1
3947,New Zealand,Georgia,1
3950,New Zealand,Hong Kong,1
3962,New Zealand,Lithuania,1
3970,New Zealand,PR China,1
3982,New Zealand,Scotland,1
3983,New Zealand,Senegal,1
3987,New Zealand,Slovenia,1
3998,New Zealand,Tunisia,1
4082,Nigeria,USA,22
4081,Nigeria,UK,17
4009,Nigeria,Australia,12
4034,Nigeria,Germany,12
4018,Nigeria,Canada,11
4020,Nigeria,China,11
4088,Nigeria,the Netherlands,11
4032,Nigeria,France,10
4044,Nigeria,Italy,10
4074,Nigeria,Switzerland,10
4012,Nigeria,Belgium,9
4071,Nigeria,Spain,9
4073,Nigeria,Sweden,9
4039,Nigeria,India,8
4069,Nigeria,South Africa,8
4045,Nigeria,Japan,7
4010,Nigeria,Austria,6
4015,Nigeria,Brazil,6
4026,Nigeria,Denmark,6
4031,Nigeria,Finland,6
4051,Nigeria,Norway,6
4065,Nigeria,Sierra Leone,6
4066,Nigeria,Singapore,6
4083,Nigeria,Uganda,6
4021,Nigeria,Colombia,5
4028,Nigeria,Egypt,5
4043,Nigeria,Israel,5
4057,Nigeria,Portugal,5
4017,Nigeria,Cameroon,4
4019,Nigeria,Chile,4
4029,Nigeria,Estonia,4
4030,Nigeria,Ethiopia,4
4040,Nigeria,Indonesia,4
4050,Nigeria,New Zealand,4
4070,Nigeria,South Korea,4
4076,Nigeria,Tanzania,4
4024,Nigeria,Czech Republic,3
4035,Nigeria,Greece,3
4037,Nigeria,Hungary,3
4042,Nigeria,Ireland,3
4046,Nigeria,Kenya,3
4048,Nigeria,Mexico,3
4054,Nigeria,Peru,3
4056,Nigeria,Poland,3
4064,Nigeria,Serbia,3
4075,Nigeria,Taiwan,3
4080,Nigeria,Turkey,3
4087,Nigeria,Vietnam,3
4022,Nigeria,Costa Rica,2
4023,Nigeria,Croatia,2
4025,Nigeria,Democratic Republic of the Congo,2
4027,Nigeria,Ecuador,2
4036,Nigeria,Guinea,2
4038,Nigeria,Iceland,2
4047,Nigeria,Malaysia,2
4052,Nigeria,Pakistan,2
4053,Nigeria,Panama,2
4055,Nigeria,Philippines,2
4060,Nigeria,Russia,2
4062,Nigeria,Saudi Arabia,2
4067,Nigeria,Slovakia,2
4068,Nigeria,Slovenia,2
4079,Nigeria,Tunisia,2
4084,Nigeria,Ukraine,2
4086,Nigeria,Venezuela,2
4008,Nigeria,Argentina,1
4011,Nigeria,Bangladesh,1
4013,Nigeria,Bolivia,1
4014,Nigeria,Botswana,1
4016,Nigeria,Bulgaria,1
4033,Nigeria,Georgia,1
4041,Nigeria,Iran,1
4049,Nigeria,Morocco,1
4058,Nigeria,Qatar,1
4059,Nigeria,Romania,1
4061,Nigeria,Rwanda,1
4063,Nigeria,Scotland,1
4072,Nigeria,Sri Lanka,1
4077,Nigeria,Thailand,1
4078,Nigeria,The Philippines,1
4085,Nigeria,United Arab Emirates,1
4172,Norway,USA,164
4170,Norway,UK,140
4117,Norway,Germany,122
4114,Norway,France,91
4099,Norway,Canada,90
4162,Norway,Sweden,80
4163,Norway,Switzerland,79
4178,Norway,the Netherlands,75
4090,Norway,Australia,74
4128,Norway,Italy,64
4160,Norway,Spain,64
4101,Norway,China,62
4108,Norway,Denmark,62
4091,Norway,Austria,50
4129,Norway,Japan,45
4113,Norway,Finland,40
4093,Norway,Belgium,39
4149,Norway,Russia,38
4111,Norway,Estonia,27
4122,Norway,Iceland,27
4144,Norway,Poland,26
4159,Norway,South Korea,25
4123,Norway,India,24
4100,Norway,Chile,20
4105,Norway,Czech Republic,20
4126,Norway,Ireland,20
4135,Norway,Mexico,19
4155,Norway,Singapore,19
4089,Norway,Argentina,18
4096,Norway,Brazil,17
4138,Norway,New Zealand,17
4145,Norway,Portugal,17
4118,Norway,Greece,16
4158,Norway,South Africa,16
4121,Norway,Hungary,15
4127,Norway,Israel,15
4164,Norway,Taiwan,13
4169,Norway,Turkey,13
4102,Norway,Colombia,12
4104,Norway,Croatia,11
4156,Norway,Slovakia,11
4134,Norway,Malaysia,10
4097,Norway,Bulgaria,9
4153,Norway,Serbia,9
4174,Norway,Ukraine,9
4143,Norway,Philippines,8
4148,Norway,Romania,8
4103,Norway,Costa Rica,7
4146,Norway,Qatar,7
4124,Norway,Indonesia,6
4125,Norway,Iran,6
4132,Norway,Lithuania,6
4139,Norway,Nigeria,6
4177,Norway,Vietnam,6
4130,Norway,Kazakhstan,5
4131,Norway,Kenya,5
4136,Norway,Mongolia,5
4140,Norway,Pakistan,5
4142,Norway,Peru,5
4151,Norway,Saudi Arabia,5
4165,Norway,Tanzania,5
4094,Norway,Bolivia,4
4098,Norway,Cameroon,4
4133,Norway,Luxembourg,4
4141,Norway,Panama,4
4173,Norway,Uganda,4
4176,Norway,Venezuela,4
4107,Norway,Côte d'Ivoire,3
4109,Norway,Ecuador,3
4110,Norway,Egypt,3
4116,Norway,Georgia,3
4120,Norway,Hong Kong,3
4137,Norway,Morocco,3
4161,Norway,Sri Lanka,3
4166,Norway,Thailand,3
4167,Norway,The Philippines,3
4175,Norway,United Arab Emirates,3
4092,Norway,Bangladesh,2
4106,Norway,Czechia,2
4112,Norway,Ethiopia,2
4154,Norway,Sierra Leone,2
4157,Norway,Slovenia,2
4095,Norway,Botswana,1
4115,Norway,France [],1
4119,Norway,Guinea,1
4147,Norway,Republic of Singapore,1
4150,Norway,Rwanda,1
4152,Norway,Senegal,1
4168,Norway,Tunisia,1
4171,Norway,UK [],1
4190,PR China,USA,5
4185,PR China,Japan,2
4179,PR China,Austria,1
4180,PR China,Belgium,1
4181,PR China,Denmark,1
4182,PR China,France,1
4183,PR China,Germany,1
4184,PR China,Italy,1
4186,PR China,New Zealand,1
4187,PR China,Scotland,1
4188,PR China,Sweden,1
4189,PR China,UK,1
4191,PR China,the Netherlands,1
4261,Pakistan,USA,15
4260,Pakistan,UK,11
4201,Pakistan,Canada,9
4218,Pakistan,Germany,9
4193,Pakistan,Australia,8
4203,Pakistan,China,8
4210,Pakistan,Denmark,8
4227,Pakistan,Italy,8
4232,Pakistan,Mexico,7
4250,Pakistan,South Korea,7
4254,Pakistan,Switzerland,7
4215,Pakistan,Finland,6
4222,Pakistan,India,6
4228,Pakistan,Japan,6
4247,Pakistan,Singapore,6
4253,Pakistan,Sweden,6
4216,Pakistan,France,5
4219,Pakistan,Greece,5
4236,Pakistan,Norway,5
4251,Pakistan,Spain,5
4267,Pakistan,the Netherlands,5
4192,Pakistan,Argentina,4
4199,Pakistan,Brazil,4
4206,Pakistan,Croatia,4
4226,Pakistan,Israel,4
4240,Pakistan,Poland,4
4242,Pakistan,Qatar,4
4249,Pakistan,South Africa,4
4252,Pakistan,Sri Lanka,4
4255,Pakistan,Taiwan,4
4194,Pakistan,Austria,3
4195,Pakistan,Bangladesh,3
4202,Pakistan,Chile,3
4204,Pakistan,Colombia,3
4212,Pakistan,Egypt,3
4213,Pakistan,Estonia,3
4221,Pakistan,Iceland,3
4239,Pakistan,Philippines,3
4244,Pakistan,Russia,3
4245,Pakistan,Saudi Arabia,3
4246,Pakistan,Serbia,3
4259,Pakistan,Turkey,3
4211,Pakistan,Ecuador,2
4223,Pakistan,Indonesia,2
4224,Pakistan,Iran,2
4231,Pakistan,Malaysia,2
4233,Pakistan,Morocco,2
4234,Pakistan,New Zealand,2
4235,Pakistan,Nigeria,2
4237,Pakistan,Panama,2
4241,Pakistan,Portugal,2
4243,Pakistan,Romania,2
4257,Pakistan,The Philippines,2
4264,Pakistan,United Arab Emirates,2
4265,Pakistan,Venezuela,2
4196,Pakistan,Belgium,1
4197,Pakistan,Bolivia,1
4198,Pakistan,Botswana,1
4200,Pakistan,Cameroon,1
4205,Pakistan,Costa Rica,1
4207,Pakistan,Czech Republic,1
4208,Pakistan,Czechia,1
4209,Pakistan,Côte d'Ivoire,1
4214,Pakistan,Ethiopia,1
4217,Pakistan,Georgia,1
4220,Pakistan,Hungary,1
4225,Pakistan,Ireland,1
4229,Pakistan,Kenya,1
4230,Pakistan,Lithuania,1
4238,Pakistan,Peru,1
4248,Pakistan,Slovakia,1
4256,Pakistan,Thailand,1
4258,Pakistan,Tunisia,1
4262,Pakistan,Uganda,1
4263,Pakistan,Ukraine,1
4266,Pakistan,Vietnam,1
4335,Panama,UK,14
4336,Panama,USA,12
4277,Panama,Canada,10
4293,Panama,Germany,10
4269,Panama,Australia,9
4275,Panama,Brazil,9
4280,Panama,Colombia,9
4292,Panama,France,8
4301,Panama,Italy,8
4302,Panama,Japan,8
4325,Panama,Spain,8
4328,Panama,Switzerland,7
4268,Panama,Argentina,6
4279,Panama,China,6
4286,Panama,Denmark,6
4287,Panama,Ecuador,6
4304,Panama,Malaysia,6
4317,Panama,Russia,6
4323,Panama,South Africa,6
4342,Panama,the Netherlands,6
4276,Panama,Cameroon,5
4289,Panama,Estonia,5
4305,Panama,Mexico,5
4311,Panama,Peru,5
4340,Panama,Venezuela,5
4273,Panama,Bolivia,4
4278,Panama,Chile,4
4281,Panama,Costa Rica,4
4291,Panama,Finland,4
4296,Panama,India,4
4307,Panama,New Zealand,4
4309,Panama,Norway,4
4313,Panama,Poland,4
4314,Panama,Portugal,4
4319,Panama,Serbia,4
4321,Panama,Singapore,4
4327,Panama,Sweden,4
4331,Panama,Thailand,4
4337,Panama,Uganda,4
4341,Panama,Vietnam,4
4270,Panama,Austria,3
4272,Panama,Belgium,3
4283,Panama,Czech Republic,3
4284,Panama,Côte d'Ivoire,3
4297,Panama,Indonesia,3
4316,Panama,Romania,3
4318,Panama,Saudi Arabia,3
4324,Panama,South Korea,3
4326,Panama,Sri Lanka,3
4330,Panama,Tanzania,3
4271,Panama,Bangladesh,2
4282,Panama,Croatia,2
4295,Panama,Iceland,2
4300,Panama,Israel,2
4303,Panama,Kenya,2
4308,Panama,Nigeria,2
4310,Panama,Pakistan,2
4312,Panama,Philippines,2
4322,Panama,Slovakia,2
4329,Panama,Taiwan,2
4274,Panama,Botswana,1
4285,Panama,Democratic Republic of the Congo,1
4288,Panama,Egypt,1
4290,Panama,Ethiopia,1
4294,Panama,Greece,1
4298,Panama,Iran,1
4299,Panama,Ireland,1
4306,Panama,Morocco,1
4315,Panama,Qatar,1
4320,Panama,Sierra Leone,1
4332,Panama,The Philippines,1
4333,Panama,Tunisia,1
4334,Panama,Turkey,1
4338,Panama,Ukraine,1
4339,Panama,United Arab Emirates,1
4412,Peru,USA,30
4411,Peru,UK,22
4344,Peru,Australia,18
4368,Peru,Germany,17
4350,Peru,Brazil,15
4352,Peru,Canada,13
4354,Peru,China,13
4353,Peru,Chile,12
4367,Peru,France,12
4355,Peru,Colombia,11
4377,Peru,Italy,11
4401,Peru,Spain,11
4404,Peru,Switzerland,10
4418,Peru,the Netherlands,10
4343,Peru,Argentina,8
4382,Peru,Mexico,8
4345,Peru,Austria,7
4348,Peru,Bolivia,7
4372,Peru,India,7
4378,Peru,Japan,7
4392,Peru,Russia,7
4403,Peru,Sweden,7
4362,Peru,Ecuador,6
4366,Peru,Finland,6
4399,Peru,South Africa,6
4400,Peru,South Korea,6
4417,Peru,Vietnam,6
4347,Peru,Belgium,5
4361,Peru,Denmark,5
4383,Peru,New Zealand,5
4385,Peru,Norway,5
4387,Peru,Panama,5
4388,Peru,Poland,5
4405,Peru,Taiwan,5
4413,Peru,Uganda,5
4416,Peru,Venezuela,5
4358,Peru,Czech Republic,4
4364,Peru,Estonia,4
4373,Peru,Indonesia,4
4381,Peru,Malaysia,4
4389,Peru,Portugal,4
4391,Peru,Romania,4
4351,Peru,Cameroon,3
4359,Peru,Côte d'Ivoire,3
4379,Peru,Kenya,3
4384,Peru,Nigeria,3
4394,Peru,Saudi Arabia,3
4395,Peru,Serbia,3
4397,Peru,Singapore,3
4406,Peru,Tanzania,3
4346,Peru,Bangladesh,2
4356,Peru,Costa Rica,2
4357,Peru,Croatia,2
4363,Peru,Egypt,2
4369,Peru,Greece,2
4370,Peru,Hungary,2
4376,Peru,Israel,2
4390,Peru,Qatar,2
4398,Peru,Slovakia,2
4402,Peru,Sri Lanka,2
4349,Peru,Botswana,1
4360,Peru,Democratic Republic of the Congo,1
4365,Peru,Ethiopia,1
4371,Peru,Iceland,1
4374,Peru,Iran,1
4375,Peru,Ireland,1
4380,Peru,Lithuania,1
4386,Peru,Pakistan,1
4393,Peru,Rwanda,1
4396,Peru,Sierra Leone,1
4407,Peru,Thailand,1
4408,Peru,The Philippines,1
4409,Peru,Tunisia,1
4410,Peru,Turkey,1
4414,Peru,Ukraine,1
4415,Peru,United Arab Emirates,1
4484,Philippines,USA,20
4483,Philippines,UK,18
4430,Philippines,China,15
4443,Philippines,Germany,15
4420,Philippines,Australia,14
4479,Philippines,Switzerland,13
4428,Philippines,Canada,12
4476,Philippines,Spain,12
4452,Philippines,Japan,11
4488,Philippines,the Netherlands,11
4442,Philippines,France,10
4472,Philippines,Singapore,10
4436,Philippines,Denmark,9
4451,Philippines,Italy,9
4421,Philippines,Austria,8
4441,Philippines,Finland,8
4444,Philippines,Greece,8
4447,Philippines,India,8
4461,Philippines,Norway,8
4478,Philippines,Sweden,8
4446,Philippines,Iceland,7
4457,Philippines,Mexico,7
4475,Philippines,South Korea,6
4423,Philippines,Belgium,5
4434,Philippines,Czech Republic,5
4449,Philippines,Ireland,5
4459,Philippines,New Zealand,5
4474,Philippines,South Africa,5
4477,Philippines,Sri Lanka,5
4480,Philippines,Taiwan,5
4425,Philippines,Brazil,4
4429,Philippines,Chile,4
4432,Philippines,Costa Rica,4
4439,Philippines,Estonia,4
4464,Philippines,Poland,4
4482,Philippines,Turkey,4
4437,Philippines,Ecuador,3
4445,Philippines,Hungary,3
4450,Philippines,Israel,3
4456,Philippines,Malaysia,3
4462,Philippines,Pakistan,3
4465,Philippines,Portugal,3
4466,Philippines,Qatar,3
4468,Philippines,Russia,3
4471,Philippines,Serbia,3
4419,Philippines,Argentina,2
4422,Philippines,Bangladesh,2
4431,Philippines,Colombia,2
4433,Philippines,Croatia,2
4448,Philippines,Indonesia,2
4454,Philippines,Kenya,2
4460,Philippines,Nigeria,2
4463,Philippines,Panama,2
4473,Philippines,Slovakia,2
4481,Philippines,Thailand,2
4424,Philippines,Bolivia,1
4426,Philippines,Bulgaria,1
4427,Philippines,Cameroon,1
4435,Philippines,Côte d'Ivoire,1
4438,Philippines,Egypt,1
4440,Philippines,Ethiopia,1
4453,Philippines,Kazakhstan,1
4455,Philippines,Luxembourg,1
4458,Philippines,Morocco,1
4467,Philippines,Romania,1
4469,Philippines,Rwanda,1
4470,Philippines,Saudi Arabia,1
4485,Philippines,United Arab Emirates,1
4486,Philippines,Venezuela,1
4487,Philippines,Vietnam,1
4571,Poland,USA,143
4569,Poland,UK,100
4517,Poland,Germany,95
4514,Poland,France,75
4528,Poland,Italy,69
4559,Poland,Spain,64
4577,Poland,the Netherlands,52
4499,Poland,Canada,51
4561,Poland,Sweden,47
4562,Poland,Switzerland,46
4491,Poland,Austria,44
4490,Poland,Australia,42
4549,Poland,Russia,42
4508,Poland,Denmark,38
4529,Poland,Japan,37
4501,Poland,China,35
4493,Poland,Belgium,33
4505,Poland,Czech Republic,30
4521,Poland,Hungary,29
4540,Poland,Norway,26
4526,Poland,Ireland,25
4513,Poland,Finland,23
4527,Poland,Israel,21
4545,Poland,Portugal,21
4557,Poland,South Africa,19
4500,Poland,Chile,17
4553,Poland,Serbia,17
4511,Poland,Estonia,16
4548,Poland,Romania,16
4519,Poland,Greece,14
4568,Poland,Turkey,14
4496,Poland,Brazil,13
4523,Poland,India,13
4535,Poland,Mexico,13
4555,Poland,Slovakia,13
4558,Poland,South Korea,13
4563,Poland,Taiwan,12
4573,Poland,Ukraine,12
4554,Poland,Singapore,11
4489,Poland,Argentina,10
4538,Poland,New Zealand,10
4502,Poland,Colombia,9
4504,Poland,Croatia,9
4556,Poland,Slovenia,9
4506,Poland,Czechia,7
4522,Poland,Iceland,7
4530,Poland,Kazakhstan,7
4532,Poland,Lithuania,7
4497,Poland,Bulgaria,6
4525,Poland,Iran,6
4534,Poland,Malaysia,6
4565,Poland,Thailand,6
4503,Poland,Costa Rica,5
4509,Poland,Ecuador,5
4543,Poland,Peru,5
4551,Poland,Saudi Arabia,5
4576,Poland,Vietnam,5
4524,Poland,Indonesia,4
4541,Poland,Pakistan,4
4542,Poland,Panama,4
4544,Poland,Philippines,4
4574,Poland,United Arab Emirates,4
4492,Poland,Bangladesh,3
4494,Poland,Bolivia,3
4498,Poland,Cameroon,3
4507,Poland,Côte d'Ivoire,3
4510,Poland,Egypt,3
4520,Poland,Hong Kong,3
4536,Poland,Mongolia,3
4539,Poland,Nigeria,3
4546,Poland,Qatar,3
4567,Poland,Tunisia,3
