,primary_country_target,primary_country_partner,Count
7109,Vietnam,Tanzania,4
7116,Vietnam,Uganda,4
7119,Vietnam,Venezuela,4
7047,Vietnam,Bolivia,3
7051,Vietnam,Cameroon,3
7058,Vietnam,Czech Republic,3
7063,Vietnam,Egypt,3
7064,Vietnam,Estonia,3
7085,Vietnam,Nigeria,3
7097,Vietnam,Saudi Arabia,3
7098,Vietnam,Serbia,3
7108,Vietnam,Taiwan,3
7110,Vietnam,Thailand,3
7113,Vietnam,Turkey,3
7045,Vietnam,Bangladesh,2
7050,Vietnam,Bulgaria,2
7056,Vietnam,Costa Rica,2
7059,Vietnam,Côte d'Ivoire,2
7065,Vietnam,Ethiopia,2
7069,Vietnam,Greece,2
7071,Vietnam,Hungary,2
7093,Vietnam,Qatar,2
7101,Vietnam,Slovakia,2
7117,Vietnam,Ukraine,2
7118,Vietnam,United Arab Emirates,2
7048,Vietnam,Botswana,1
7057,Vietnam,Croatia,1
7060,Vietnam,Democratic Republic of the Congo,1
7070,Vietnam,Hong Kong,1
7074,Vietnam,Iran,1
7075,Vietnam,Ireland,1
7076,Vietnam,Israel,1
7079,Vietnam,Kazakhstan,1
7080,Vietnam,Kenya,1
7081,Vietnam,Luxembourg,1
7087,Vietnam,Pakistan,1
7090,Vietnam,Philippines,1
7096,Vietnam,Rwanda,1
7099,Vietnam,Sierra Leone,1
7105,Vietnam,Sri Lanka,1
7111,Vietnam,The Philippines,1
7112,Vietnam,Tunisia,1
7212,the Netherlands,USA,685
7210,the Netherlands,UK,462
7150,the Netherlands,Germany,424
7148,the Netherlands,France,275
7203,the Netherlands,Switzerland,208
7131,the Netherlands,Canada,205
7200,the Netherlands,Spain,185
7122,the Netherlands,Australia,181
7162,the Netherlands,Italy,178
7202,the Netherlands,Sweden,161
7134,the Netherlands,China,159
7163,the Netherlands,Japan,151
7125,the Netherlands,Belgium,134
7142,the Netherlands,Denmark,124
7123,the Netherlands,Austria,113
7176,the Netherlands,Norway,75
7147,the Netherlands,Finland,72
7188,the Netherlands,Russia,61
7161,the Netherlands,Israel,59
7160,the Netherlands,Ireland,56
7138,the Netherlands,Czech Republic,53
7182,the Netherlands,Poland,52
7128,the Netherlands,Brazil,48
7157,the Netherlands,India,47
7199,the Netherlands,South Korea,47
7198,the Netherlands,South Africa,44
7133,the Netherlands,Chile,42
7152,the Netherlands,Greece,41
7195,the Netherlands,Singapore,40
7183,the Netherlands,Portugal,36
7204,the Netherlands,Taiwan,35
7145,the Netherlands,Estonia,34
7174,the Netherlands,New Zealand,34
7155,the Netherlands,Hungary,32
7171,the Netherlands,Mexico,32
7156,the Netherlands,Iceland,29
7121,the Netherlands,Argentina,23
7137,the Netherlands,Croatia,19
7135,the Netherlands,Colombia,18
7215,the Netherlands,United Arab Emirates,18
7169,the Netherlands,Malaysia,17
7158,the Netherlands,Indonesia,16
7209,the Netherlands,Turkey,16
7190,the Netherlands,Saudi Arabia,15
7187,the Netherlands,Romania,12
7193,the Netherlands,Serbia,12
7175,the Netherlands,Nigeria,11
7181,the Netherlands,Philippines,11
7196,the Netherlands,Slovakia,11
7154,the Netherlands,Hong Kong,10
7180,the Netherlands,Peru,10
7184,the Netherlands,Qatar,10
7205,the Netherlands,Tanzania,10
7130,the Netherlands,Cameroon,9
7132,the Netherlands,Center for Astrophysics,9
7201,the Netherlands,Sri Lanka,9
7213,the Netherlands,Uganda,9
7164,the Netherlands,Kazakhstan,8
7165,the Netherlands,Kenya,8
7197,the Netherlands,Slovenia,8
7206,the Netherlands,Thailand,8
7129,the Netherlands,Bulgaria,7
7136,the Netherlands,Costa Rica,7
7143,the Netherlands,Ecuador,7
7159,the Netherlands,Iran,7
7217,the Netherlands,Vietnam,7
7126,the Netherlands,Bolivia,6
7166,the Netherlands,Lithuania,6
7167,the Netherlands,Luxembourg,6
7179,the Netherlands,Panama,6
7207,the Netherlands,The Philippines,6
7140,the Netherlands,Côte d'Ivoire,5
7178,the Netherlands,Pakistan,5
7214,the Netherlands,Ukraine,5
7216,the Netherlands,Venezuela,5
7124,the Netherlands,Bangladesh,4
7139,the Netherlands,Czechia,4
7146,the Netherlands,Ethiopia,4
7172,the Netherlands,Mongolia,4
7173,the Netherlands,Morocco,4
7194,the Netherlands,Sierra Leone,4
7141,the Netherlands,Democratic Republic of the Congo,3
7144,the Netherlands,Egypt,3
7151,the Netherlands,Germany [],3
7189,the Netherlands,Rwanda,3
7191,the Netherlands,Scotland,2
7127,the Netherlands,Botswana,1
7149,the Netherlands,France [],1
7153,the Netherlands,Guinea,1
7168,the Netherlands,MO,1
7170,the Netherlands,Massachusetts  USA,1
7177,the Netherlands,PR China,1
7185,the Netherlands,ROC,1
7186,the Netherlands,Republic of Singapore,1
7192,the Netherlands,Senegal,1
7208,the Netherlands,Tunisia,1
